number,value,params_alpha,params_colsample_bytree,params_eval_metric,params_lambda,params_learning_rate,params_max_depth,params_min_child_weight,params_objective,params_subsample,params_tree_method,state
0,0.142235970888701,0.0012169919681506713,0.8721456928815612,rmse,1.625336781718746,0.037128057374587055,20,85,reg:squarederror,0.5360605313146687,gpu_hist,COMPLETE
1,0.1257052660066404,1.8698992843059778,0.6196989872114009,rmse,2.2651020497582555,0.0057619633939836315,15,3,reg:squarederror,0.7177658109064919,gpu_hist,COMPLETE
2,0.19075808907284073,0.7555052127721936,0.5023813892333214,rmse,0.0076451432135480986,0.0034932403906140883,3,218,reg:squarederror,0.8357396887099562,gpu_hist,COMPLETE
3,0.2124020242845712,0.012064694455964043,0.9082727622053801,rmse,0.01116915103780461,0.032157022993512224,20,267,reg:squarederror,0.40224178932593035,gpu_hist,COMPLETE
4,0.1405476350018581,0.12797580972943887,0.8085219045774066,rmse,0.0037969351943650488,0.0031868209241122446,11,88,reg:squarederror,0.9384788979653093,gpu_hist,COMPLETE
5,0.1336515710174307,0.8440031457544157,0.601205545070025,rmse,0.027263976653391933,0.0033836492188382646,13,30,reg:squarederror,0.7327290356675975,gpu_hist,COMPLETE
6,0.18429843317667735,0.006585065983690965,0.31966672135525737,rmse,0.0014452204812749685,0.013310184924528227,5,154,reg:squarederror,0.5592035576176122,gpu_hist,COMPLETE
7,0.15210554810456495,0.008629044004904413,0.7489845547146674,rmse,0.25114016383742854,0.0019124190864837863,17,1,reg:squarederror,0.7342620240493445,gpu_hist,COMPLETE
8,0.1848836462848871,2.2144504188026426,0.9355987450683914,rmse,0.008740142684237884,0.0018503821153354296,13,291,reg:squarederror,0.8027661333135327,gpu_hist,COMPLETE
9,0.14829430445063224,3.342779859086467,0.586342792352837,rmse,0.09867882268525793,0.05034392055538906,5,117,reg:squarederror,0.6053552343820554,gpu_hist,COMPLETE
10,0.1611475144511591,9.17192026754029,0.369719874152797,rmse,9.199108416385286,0.010676477524434099,15,176,reg:squarederror,0.9398788001423299,gpu_hist,COMPLETE
11,0.12466431689405696,0.33670999165705046,0.6683746422355437,rmse,0.06555017494448369,0.005525627436285887,13,10,reg:squarederror,0.661247964115611,gpu_hist,COMPLETE
12,0.13458345600487945,0.14675443619114048,0.6825016966462961,rmse,0.5094924322045813,0.006349742523801088,7,42,reg:squarederror,0.6491180131318921,gpu_hist,COMPLETE
13,0.12682856922550872,0.4009939742944034,0.47317297987906803,rmse,3.728128362759821,0.01560934276401879,15,5,reg:squarederror,0.4812473578054372,gpu_hist,COMPLETE
14,0.24131064867370047,0.06450758302501479,0.6787947235364038,rmse,0.061997806939527646,0.0010256803192117384,9,62,reg:squarederror,0.6665858906947142,gpu_hist,COMPLETE
15,0.14805970415405612,8.84078702283353,0.5266584141324471,rmse,0.5233195652615245,0.006132870882368334,13,119,reg:squarederror,0.8144115272372292,gpu_hist,COMPLETE
16,0.12663980868763386,0.3369014859884997,0.754564404831153,rmse,1.1344537664535164,0.025052313712254075,15,40,reg:squarederror,0.7374705090937747,gpu_hist,COMPLETE
17,0.18005404257617835,0.038118011489837955,0.41908358980926763,rmse,0.04302378794853997,0.08053040021860015,7,202,reg:squarederror,0.613802597649126,gpu_hist,COMPLETE
18,0.13888827713240254,1.7392904415030155,0.6149564673081709,rmse,0.2161521374575258,0.005345574919717458,17,70,reg:squarederror,0.8790513085455033,gpu_hist,COMPLETE
19,0.14586568283112053,0.3095285971728883,0.9922040225833602,rmse,5.600452616955,0.008013715156106532,9,116,reg:squarederror,0.6926921938897318,gpu_hist,COMPLETE
20,0.13714892100128118,0.02973006861694143,0.7381783114939039,rmse,1.473586709745772,0.019757741039356583,3,35,reg:squarederror,0.482450239061595,gpu_hist,COMPLETE
21,0.12472903029684207,0.2854904614106585,0.7759518078649225,rmse,1.3448480830230534,0.021279912568543672,15,23,reg:squarederror,0.7760485006667395,gpu_hist,COMPLETE
22,0.12503175175615436,0.9376160373760767,0.8224836357048653,rmse,0.20809027127878443,0.014053673586290984,15,2,reg:squarederror,0.7859059563065772,gpu_hist,COMPLETE
23,0.12410830842228636,0.7109362991906705,0.8572201784671376,rmse,0.16575307447810375,0.017897448596757615,15,23,reg:squarederror,0.7742761648459182,gpu_hist,COMPLETE
24,0.13073341897141927,0.23680330583493178,0.8299132128981307,rmse,0.02299881636910941,0.052123662545512955,13,58,reg:squarederror,0.883539251295834,gpu_hist,COMPLETE
25,0.12574194570502117,0.07602868194718897,0.7147252086989656,rmse,0.5691250131660662,0.021459863929634972,11,24,reg:squarederror,0.7755713595856008,gpu_hist,COMPLETE
26,0.13936242891485373,0.6079693799780158,0.7799255412359909,rmse,0.11913745839101599,0.008969044250738557,15,71,reg:squarederror,0.9973200473003447,gpu_hist,COMPLETE
27,0.14111770137344168,0.18497783391803765,0.9411260703107973,rmse,0.6977404836409933,0.03587047115057312,15,100,reg:squarederror,0.8464389459647512,gpu_hist,COMPLETE
28,0.12600273224311492,3.3802600677264962,0.8635182614148066,rmse,0.12601149436413475,0.01058084043737424,13,22,reg:squarederror,0.6421783013985684,gpu_hist,COMPLETE
29,0.13361429226814278,0.001700140080336699,0.8552699763224183,rmse,0.05612794376269043,0.025746728098557926,15,52,reg:squarederror,0.5599815168601259,gpu_hist,COMPLETE
30,0.136814717227711,0.046828623522620044,0.9994547640126145,rmse,0.3152696439164689,0.09904586568530459,20,87,reg:squarederror,0.7619081432316672,gpu_hist,COMPLETE
31,0.12542385906990985,1.0211955921277973,0.7970760105194986,rmse,0.18785761395469555,0.016816318813799216,15,16,reg:squarederror,0.7770826066022788,gpu_hist,COMPLETE
