number,value,params_alpha,params_colsample_bytree,params_eval_metric,params_lambda,params_learning_rate,params_max_depth,params_min_child_weight,params_objective,params_subsample,params_tree_method,state
0,0.33669113097862097,0.021483870370539216,0.5648685315457518,rmse,0.009864724493132552,0.0024817020649120372,20,3,reg:squarederror,0.69778580914135,gpu_hist,COMPLETE
1,0.5209616587867857,1.2790962427718415,0.33854952442228936,rmse,0.037374020329621685,0.026800561172792906,20,175,reg:squarederror,0.6806696337763383,gpu_hist,COMPLETE
2,0.5063135199159443,1.38204461736234,0.46684600961314193,rmse,6.680896610615658,0.050664231178323,17,202,reg:squarederror,0.487099381842223,gpu_hist,COMPLETE
3,0.43330610055879876,0.22908417311871987,0.7386562064407235,rmse,4.2584309112165615,0.001270955689719901,15,68,reg:squarederror,0.8348722488829711,gpu_hist,COMPLETE
4,0.5210259649631659,1.0739152459096526,0.656290500944064,rmse,0.001160596899963068,0.003888631838010993,13,290,reg:squarederror,0.8729860320245103,gpu_hist,COMPLETE
